neutral	인모는 많이 비싼가요????
neutral	너구나 8반 이쁜이가
surprise	오오
neutral	촉촉한데 발색이쁜 틴트나 립스틱 추천해주세욤
joy	ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
neutral	대도님 뭐하시는걸까나??ㅋㅋㅋ
surprise	?갔다가 오신다구요??
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅅ
neutral	왜남푠은방송안하나요?
neutral	윰댕님 립색상알려주세용
love	윰리우스 커엽
neutral	이렐리아@@
neutral	누나의 수족 해녀님 ㅠㅠ
neutral	e 쓰면 잠깐 스턴? 이런게 있던걸로 알아요
neutral	내 머릿속에 지우갴ㅋㅋㅋㅋㅋ
neutral	ㅠㅠㅠㅠㅠㅠㅠㅠ오늘은 피자 안 만드나요????
neutral	내일 시험인데 윰댕님 생방봐요ㅎㅎ
neutral	그거 옛날꺼 같....
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
surprise	뭐하고계신거죸ㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	채팅에 탑 쳐줘요!!
neutral	변신해요 그거는!
joy	ㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	물약 드세욤!!!
neutral	닉네임생성에 신중해야하는 이유...ㅎ
neutral	방송끝날때까지 찾다 끝날지도 ㄷㄷㄷ;
neutral	언니 붙임머리 어디서했어요????
neutral	지금 들어왔는데 무슨게임인가요???
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	댕댕소환사
neutral	일겜해여
neutral	다리우스하실려면 탑으로 가야하시는데 미니언 먹는 연습도 지금 같이 하시면 좋아요~
neutral	잉잉이긬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	스펠이라고 주문 이라고 합니당
joy	룰루
neutral	방금 내리찍던게 궁이에요
neutral	댕섹귀
neutral	사과 쪼개기!
neutral	아리
neutral	단츄~~
neutral	ㅋㅋㅋㅋㅋㅋㅋ 매운방송☆
neutral	결국 뭘 하든 섹귘ㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋ
love	볼터치 부끄부끄
surprise	죽을듯 하면서 안죽어~~
joy	룰루!!!
neutral	언니 디아블로 하신 적 있으세요?
neutral	오늘은 피자안하시네요... 협곡
love	귀여워...가렌이라니
joy	ㅋㅋㅋㅋㅋ
love	귀여워~~~
neutral	네
neutral	그냥 저분이 부캐인거 같아요
neutral	챔피언분석
neutral	이게 무슨 게임이에여?
neutral	소음이 들린다고해서 찾아왔습니다
neutral	상대 캐릭터 위에 도끼 생겼을때 R = 궁 !
neutral	오늘은 조오금 맵네요
sadness	죽게써...
neutral	네네
joy	해녀님 초인종 개인기 저도 친구들한테 해줬는데 ㅋㅋㅋㅋㅋ 엄청 웃겨해요 ㅋㅋㅋㅋㅋ 우리집 초인종 누를때도 아아악 !! 소리내기로 했어요 ㅋㅋ
neutral	많이 줄이셨엌ㅋㅋㅋㅋㅋㅋㅋ
love	ㅋㅋㅋㅋ귀여우셔땅
neutral	문도는 후반에 가면 탱탱해서 안죽어요
neutral	아아아아아~~
neutral	삼시섹귀ㄱ
neutral	안농
neutral	가렌 쉬워요
neutral	봇전입니당ㅎㅎ
neutral	뼈방패 없어짐
neutral	완전 꽝아이디였네
neutral	걔네 로봇이라 막 달려들거에요ㅋㅋㅋㅋㅋ
neutral	ㅋㅋㅋ옆에시청자냐며..
neutral	누피님은 귤쪼개기 해봐여
love	너무못해 ㅜㅜ 귀여워
neutral	안녕하세요!
neutral	선물하기해영
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	완전 새노래에요 지난달에 나온
neutral	단꼬맘
joy	빵터짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
sadness	언니...저 오늘 항공사 떨어져서.. 우울해요ㅜㅜ 힘내라구 응원해주세요...
neutral	가서 걍 때리면 되는데
neutral	블츠
neutral	윰댕댕댕 보다 더한이름을 찾았닼ㅋㅋㅋ
neutral	도리자루에 맞으면 스텍이 없어요
neutral	오늘해여
surprise	세상에
surprise	와~~~윰댕님 유튜브 생방 정말 오랜만에 보네요 ㅠㅠ 요즘도 꾸준히 방송 하시나요???
neutral	같이있는 동료가 매크로인거 같네요!
neutral	토끼라그래여
neutral	이거다 이거 예감에
neutral	ㅋㅋㅋㄱ본캐어라
joy	ㅋㅋㅋㅋ
sadness	배그는 많이 떨어졌죠..
neutral	띠로롱 띠로롱 듣다보면 짜증나서 안하실듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	저거 왜저래염
love	그 요거트 너무 맛있서보여요ㅠㅠ
surprise	윰댕님 방송을 보고 있는데 대도서관님 목소리가 더 커
neutral	롤베인 ㅋ ㅋㅋ ㅋㅋㅋㅋㅋㅋ
neutral	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 유르마무 유르마무
love	ㅠㅠㅠㅠㅠㅠㅠ윰댕님 너무 귀여워요ㅠㅠㅠ
neutral	안녕하세요
neutral	사과를 잘 쪼개면 연애를 잘한다는 말이 옛날에 있었어요 ㅋㅋ
neutral	하면?!
love	언니 뒷머리 삐죽 나오심ㅋㅋㅋㅋㅋ귀여브
neutral	대포아이디들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	처음은 아니고 오랜만에 하시는거에요
neutral	스킬찍을때 컨트롤이랑 원하는 스킬 눌러요!
fear	ㅇ오늘 대도님 피카츄 보다가 심장 멎을뻔 .....
neutral	언니 칼바람해봐여..
joy	게임 이름 만드는게 이렇게 웃길줄이야..ㅋㅋㅋㅋㅋ
surprise	궁을 왜
neutral	소환사의 이름 : 유르름대응
neutral	많은 생각이 지나가며 굴러가는 언니의 눈동자....
anger	챔프를 rp로 사면 너무 돈아깝
neutral	롤 재미있어요?
neutral	보쌈이용!!!아니면 곰탕ㅜㅡㅜ
neutral	그럼 오리주물럭
neutral	화면 정렬좀
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	윰댕님이 롤도하세요? ㅋㅋ
neutral	5500 캐쉬 있던 아이디 에서 섹귀요정 으로 스킨 선물하기 ~! 가능합니다 !
neutral	정글>미드>서폿>탑>원딜
love	윰댕섹귀 해요
joy	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
neutral	무슨 게임하시는건지 알료주세요ㅠㅠ
surprise	와ㅏㅏㅏㅏㅏ
sadness	요즘 미니언이 그렇게 아프더라구요..ㅠㅠ
neutral	칠흑의양날도끼보단 삼위일체가 더좋아용
neutral	라칸
surprise	?
neutral	단꼬니까 갠차나여
neutral	롤 오늘 좀 알았습니다 롤알못이였는데 ㅋㅋㅋㅋ
neutral	윰댕님 맵좀 보여주세요 ㅠㅠ
neutral	뽀삐
neutral	귀가 째졌어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	윰잉잉이긔
love	두근두근
sadness	아 아깝다 삼시섹귀
surprise	앗 언니 피
neutral	칼퇴!
neutral	잔치국수 먹고싶당
love	귀요웡 ㅜㅜ롤을 하는데 귀엽다닝 난 성난소가 되는데
surprise	로아 진짜 ㅎㄷㄷ하네요
love	언ㄴ니!! 저 1년9개월 곰신 끝내고 꽃신 신엇어욤~ 같이 꽃길만 걸어요!!!
joy	ㅋㅋㅋㅋㅋㅋㅋ
neutral	언제부터 시작하셧어요??
neutral	쯔꾸르게임 같은 브금
neutral	본캐다!!!
love	짱귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋ
neutral	철판에 들기름으로 부친 머리ㅋㅋ 막걸리랑 캬~
neutral	오피점지지
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	언니 롤 인벤 가보세요 다 있어영
neutral	처음엔 빨리가요
neutral	조이님ㅋㄱㅋㅋㅋㅋㅋㄱ
love	ㅋㅋㅋㅋㅋㅋ댕댕섹귀얔ㅋㅋㅋㅋㅋㅋ
neutral	윰댕입니까
surprise	와 누나 다리우스 박력 터져욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	롤하신데요
neutral	피방만 가능해요ㅋㅋㅋ
neutral	윰댕님 오늘 롤 처음하시는건가욥??
surprise	에!?!? 롤하시다니!?
neutral	으흠
joy	ㅋㅋㅋㅋ
neutral	AI 가능해요~
neutral	윰댕섹귀 갑시다
neutral	귤쪼개기 ㅋㄱㄱ
neutral	롤아이디 살리고 계세요ㅋㅋㅋㅋㅋ
surprise	엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
love	윰댕언니 너무 예뽀요ㅜㅜㅜ
neutral	다른 계정으로 꼬꼬
neutral	겜이 거부하고 있잖아요!!
neutral	차력쇼 컨텐츠 나오는 건가요 ㅋㅋㅋㅋ
neutral	지도 비밀입니당
neutral	윰댕이 금지어?
neutral	사!과!주!물!럭!
neutral	라칸 자야는요
surprise	우와 언니 스킨 진짜 많네용!
neutral	언니 책임지세요!! 저 요새 피자만드느라 계속 밤새요ㅜㅜㅜㅜㅜ
neutral	탑
neutral	윰댕님 안녕하세용
love	보라보라한 티 너무 잘어울리세요💜찰떡인것ㅠㅠ
neutral	궁쓰자요!!
sadness	신고 먹을수도...
neutral	만원에 바꿀수 이써용
neutral	아녀 내정보에 들어가면 정수 뭐 있을 텐데여
neutral	예전에 하던게임 다시 시작하면 아이디찾고 비번찾고 설치하는데 애먹고
neutral	언니 오늘 블러셔 뭐 쓰셨어요??
surprise	엥
joy	ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
neutral	컬렉션가봐여
neutral	뺏겼나욬ㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	나중에 다른 계정에 있는 rp로 본계에 선물을 ....
surprise	오옹
neutral	롤k/ da들어요
neutral	정글
neutral	당첨!ㅋㅋㅋㅋ
neutral	아리 스킨이 kda스킨이네욤!!
neutral	언니 오늘 입술 뭐 바르셨어요??!!
neutral	소나도 하나 더 있으시넹
neutral	와우 부쉬 숨기
neutral	해녀님이 이인분의 기억을 하고 있어요
neutral	롤 많이해요 ㅎㅎㅎㅎ
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	괜찮아여 하시는게 좋을듯
neutral	상대 보면서 바꿔가면서사면 조아용
anger	주겨버려랏!
joy	프리덤!!!! 도 좋네옄ㅋㅋㅋ
love	비키니예쁘자나
neutral	q를 도끼끝에맞게 써야해요!!
joy	와아 감사합니다 단추보여주셔서ㅎㅎ
neutral	오늘은 피자 안만드시나요??ㅎㅎ
surprise	헐 윰댕님 롤도 하시는구나..
neutral	시작할 때 다 유체화를 잠깐 줘요
neutral	섹귀요정ㅋㅋㅋㅋㅋ
neutral	신분세탁ㅋㅋㅋㅋㅋㅋㅋㅋ
surprise	저도 운전하다가 슈퍼문같은 달보고 감탄
joy	ㅋㅋㅋㅋㅋㅋ
sadness	돈이없으셔서 벌어야되요...
neutral	도니조타 소주조타
neutral	쟈나
surprise	엉?
surprise	네?????????
sadness	아닐텐데..
neutral	킬 데스 어시
neutral	다리우스
neutral	부침머리? 그럼 혹시 붙임개도 좋아하시나요? 막걸리에 캬~
neutral	언니가 매칭 누를때 같이 누르면 확률로 같이 매칭되요
neutral	예에ㅔㅔㅔㅔㅔㅔㅔㅔㅔㅔ
neutral	ㅠ임펙트가 없는데욤!?
neutral	읎다
neutral	로테 챔프 있는걸로 시작해요
surprise	오호 브라움
neutral	러너님 본캐 ㅠ
neutral	다리우스가 왜 점화듬
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋㅋ
surprise	헐 임용고시 화이팅!!!!!
surprise	우와아아!!!
neutral	윰댕쓰 어떤가요 ㅎㅎㅎ
joy	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
surprise	벌써 뺏겼어????
surprise	깜짝앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋ
neutral	근거리 스타일인가봐요 ㅋㅋㅋㅋ
joy	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
neutral	2014
